省份,日期,新增确诊,新增治愈,新增死亡,累计确诊人数,累计治愈人数,累计死亡人数
海南,2020-01-28,1,0,0,8,0,0
海南,2020-02-03,3,0,0,11,0,0
海南,2020-02-07,1,0,0,12,0,0
海南,2020-02-10,1,0,0,13,0,0
海南,2020-02-12,0,1,0,13,1,0
海南,2020-02-14,0,2,0,13,3,0
海南,2020-02-16,0,1,0,13,4,0
海南,2020-02-18,0,5,0,13,9,0
海南,2020-02-24,0,2,0,13,11,0
海南,2020-02-27,0,1,0,13,12,0
海南,2020-03-04,0,1,0,13,13,0
广西,2020-01-22,1,0,0,1,0,0
广西,2020-01-25,1,0,0,2,0,0
广西,2020-01-27,2,0,0,4,0,0
广西,2020-01-28,0,1,0,4,1,0
广西,2020-01-31,1,0,0,5,1,0
广西,2020-02-03,0,1,0,5,2,0
广西,2020-02-08,0,1,0,5,3,0
广西,2020-02-10,0,2,0,5,5,0
陕西,2020-01-22,2,0,0,2,0,0
陕西,2020-01-24,2,0,0,4,0,0
陕西,2020-01-25,4,0,0,8,0,0
陕西,2020-01-26,4,0,0,12,0,0
陕西,2020-01-27,3,0,0,15,0,0
陕西,2020-01-28,3,0,0,18,0,0
陕西,2020-01-29,4,0,0,22,0,0
陕西,2020-01-30,9,0,0,31,0,0
陕西,2020-01-31,8,0,0,39,0,0
陕西,2020-02-01,8,0,0,47,0,0
陕西,2020-02-02,8,0,0,55,0,0
陕西,2020-02-03,5,1,0,60,1,0
陕西,2020-02-04,10,1,0,70,2,0
陕西,2020-02-05,4,3,0,74,5,0
陕西,2020-02-06,6,0,0,80,5,0
陕西,2020-02-07,8,4,0,88,9,0
陕西,2020-02-08,8,1,0,96,10,0
陕西,2020-02-09,2,2,0,98,12,0
陕西,2020-02-10,6,0,0,104,12,0
陕西,2020-02-11,6,3,0,110,15,0
陕西,2020-02-12,4,0,0,114,15,0
陕西,2020-02-13,0,5,0,114,20,0
陕西,2020-02-14,0,3,0,114,23,0
陕西,2020-02-15,0,7,0,114,30,0
陕西,2020-02-16,3,5,0,117,35,0
陕西,2020-02-17,0,2,0,117,37,0
陕西,2020-02-18,1,3,0,118,40,0
陕西,2020-02-19,2,6,1,120,46,1
陕西,2020-02-20,0,4,0,120,50,1
陕西,2020-02-21,0,15,0,120,65,1
陕西,2020-02-22,0,6,0,120,71,1
陕西,2020-02-23,0,3,0,120,74,1
陕西,2020-02-24,0,6,0,120,80,1
陕西,2020-02-25,0,7,0,120,87,1
陕西,2020-02-26,0,5,0,120,92,1
陕西,2020-02-27,0,3,0,120,95,1
陕西,2020-02-28,0,3,0,120,98,1
陕西,2020-02-29,0,2,0,120,100,1
陕西,2020-03-01,0,1,0,120,101,1
陕西,2020-03-02,0,3,0,120,104,1
陕西,2020-03-05,0,4,0,120,108,1
陕西,2020-03-11,0,2,1,120,110,2
陕西,2020-03-16,0,0,1,120,110,3
陕西,2020-03-17,0,3,0,120,113,3
陕西,2020-03-18,0,1,0,120,114,3
陕西,2020-03-25,0,3,0,120,117,3
陕西,2020-01-22,1,0,0,1,0,0
陕西,2020-01-24,2,0,0,3,0,0
陕西,2020-01-26,1,0,0,4,0,0
陕西,2020-01-28,1,0,0,5,0,0
陕西,2020-01-30,1,0,0,6,0,0
陕西,2020-01-31,2,0,0,8,0,0
陕西,2020-02-01,1,0,0,9,0,0
陕西,2020-02-03,3,0,0,12,0,0
陕西,2020-02-04,4,0,0,16,0,0
陕西,2020-02-06,0,1,0,16,1,0
陕西,2020-02-07,1,0,0,17,1,0
陕西,2020-02-08,0,1,0,17,2,0
陕西,2020-02-09,1,0,0,18,2,0
陕西,2020-02-10,0,2,0,18,4,0
陕西,2020-02-14,0,1,0,18,5,0
陕西,2020-02-16,0,1,0,18,6,0
陕西,2020-02-18,0,1,0,18,7,0
陕西,2020-02-19,0,1,0,18,8,0
陕西,2020-02-21,0,4,0,18,12,0
陕西,2020-02-22,0,2,0,18,14,0
陕西,2020-02-24,0,1,0,18,15,0
陕西,2020-02-29,0,2,0,18,17,0
陕西,2020-03-25,0,1,0,18,18,0
香港,2020-01-22,1,0,0,1,0,0
香港,2020-01-23,1,0,0,2,0,0
香港,2020-01-24,3,0,0,5,0,0
香港,2020-01-26,3,0,0,8,0,0
香港,2020-01-28,2,0,0,10,0,0
香港,2020-01-29,2,0,0,12,0,0
香港,2020-01-31,1,0,0,13,0,0
香港,2020-02-01,1,0,0,14,0,0
香港,2020-02-02,1,0,0,15,0,0
香港,2020-02-04,3,0,1,18,0,1
香港,2020-02-05,3,0,0,21,0,1
香港,2020-02-06,3,0,0,24,0,1
香港,2020-02-07,2,0,0,26,0,1
香港,2020-02-09,10,0,0,36,0,1
香港,2020-02-10,6,0,0,42,0,1
香港,2020-02-11,7,0,0,49,0,1
香港,2020-02-12,1,1,0,50,1,1
香港,2020-02-13,3,0,0,53,1,1
香港,2020-02-14,3,0,0,56,1,1
香港,2020-02-16,1,1,0,57,2,1
香港,2020-02-17,3,0,0,60,2,1
香港,2020-02-18,2,2,0,62,4,1
香港,2020-02-19,3,1,1,65,5,2
香港,2020-02-20,3,0,0,68,5,2
香港,2020-02-21,0,1,0,68,6,2
香港,2020-02-22,1,5,0,69,11,2
香港,2020-02-23,5,1,0,74,12,2
香港,2020-02-24,7,6,0,81,18,2
香港,2020-02-25,4,0,0,85,18,2
香港,2020-02-26,6,6,0,91,24,2
香港,2020-02-27,2,2,0,93,26,2
香港,2020-02-28,1,4,0,94,30,2
香港,2020-02-29,1,3,0,95,33,2
香港,2020-03-01,3,3,0,98,36,2
香港,2020-03-02,2,0,0,100,36,2
香港,2020-03-03,0,1,0,100,37,2
香港,2020-03-04,4,6,0,104,43,2
香港,2020-03-05,0,3,0,104,46,2
香港,2020-03-06,3,5,0,107,51,2
香港,2020-03-07,2,4,0,109,55,2
香港,2020-03-08,5,4,1,114,59,3
香港,2020-03-09,1,1,0,115,60,3
香港,2020-03-10,5,5,0,120,65,3
香港,2020-03-11,9,2,0,129,67,3
香港,2020-03-12,2,8,0,131,75,3
香港,2020-03-13,6,3,1,137,78,4
香港,2020-03-14,4,3,0,141,81,4
香港,2020-03-15,7,3,0,148,84,4
香港,2020-03-16,9,4,0,157,88,4
香港,2020-03-17,10,4,0,167,92,4
香港,2020-03-18,25,3,0,192,95,4
香港,2020-03-19,16,3,0,208,98,4
香港,2020-03-20,48,0,0,256,98,4
香港,2020-03-21,17,2,0,273,100,4
香港,2020-03-22,44,0,0,317,100,4
香港,2020-03-23,39,1,0,356,101,4
香港,2020-03-24,30,1,0,386,102,4
香港,2020-03-25,24,4,0,410,106,4
香港,2020-03-26,43,4,0,453,110,4
香港,2020-03-27,65,1,0,518,111,4
香港,2020-03-28,64,1,0,582,112,4
香港,2020-03-29,59,6,0,641,118,4
香港,2020-03-30,41,6,0,682,124,4
香港,2020-03-31,32,4,0,714,128,4
香港,2020-04-01,51,19,0,765,147,4
香港,2020-04-02,37,7,0,802,154,4
香港,2020-04-03,43,19,0,845,173,4
香港,2020-04-04,17,13,0,862,186,4
香港,2020-04-05,28,20,0,890,206,4
香港,2020-04-06,24,10,0,914,216,4
香港,2020-04-07,21,20,0,935,236,4
香港,2020-04-08,25,28,0,960,264,4
香港,2020-04-09,13,29,0,973,293,4
香港,2020-04-10,16,16,0,989,309,4
香港,2020-04-11,11,27,0,1000,336,4
香港,2020-04-12,4,24,0,1004,360,4
香港,2020-04-13,5,37,0,1009,397,4
香港,2020-04-14,3,37,0,1012,434,4
香港,2020-04-15,4,25,0,1016,459,4
香港,2020-04-16,1,26,0,1017,485,4
香港,2020-04-17,4,47,0,1021,532,4
香港,2020-04-18,2,36,0,1023,568,4
香港,2020-04-19,2,34,0,1025,602,4
香港,2020-04-20,0,28,0,1025,630,4
香港,2020-04-21,4,20,0,1029,650,4
香港,2020-04-22,4,28,0,1033,678,4
香港,2020-04-23,2,21,0,1035,699,4
香港,2020-04-24,0,26,0,1035,725,4
香港,2020-04-25,2,28,0,1037,753,4
香港,2020-04-26,0,19,0,1037,772,4
香港,2020-04-27,0,15,0,1037,787,4
香港,2020-04-28,0,24,0,1037,811,4
香港,2020-04-29,0,19,0,1037,830,4
香港,2020-04-30,0,16,0,1037,846,4
香港,2020-05-01,2,13,0,1039,859,4
香港,2020-05-02,0,5,0,1039,864,4
香港,2020-05-03,0,15,0,1039,879,4
香港,2020-05-04,1,21,0,1040,900,4
香港,2020-05-05,0,20,0,1040,920,4
香港,2020-05-06,0,12,0,1040,932,4
香港,2020-05-07,4,12,0,1044,944,4
香港,2020-05-08,0,16,0,1044,960,4
香港,2020-05-09,0,7,0,1044,967,4
香港,2020-05-10,3,15,0,1047,982,4
香港,2020-05-11,0,3,0,1047,985,4
香港,2020-05-12,0,6,0,1047,991,4
香港,2020-05-13,3,17,0,1050,1008,4
香港,2020-05-14,1,1,0,1051,1009,4
香港,2020-05-15,1,10,0,1052,1019,4
香港,2020-05-16,0,3,0,1052,1022,4
香港,2020-05-17,3,2,0,1055,1024,4
香港,2020-05-18,0,1,0,1055,1025,4
香港,2020-05-20,0,1,0,1055,1026,4
香港,2020-05-21,8,3,0,1063,1029,4
香港,2020-05-22,2,0,0,1065,1029,4
香港,2020-05-24,0,1,0,1065,1030,4
香港,2020-05-26,0,3,0,1065,1033,4
香港,2020-05-27,1,1,0,1066,1034,4
香港,2020-05-28,0,1,0,1066,1035,4
香港,2020-05-29,13,0,0,1079,1035,4
香港,2020-05-30,3,1,0,1082,1036,4
香港,2020-05-31,2,1,0,1084,1037,4
香港,2020-06-01,3,0,0,1087,1037,4
香港,2020-06-02,6,1,0,1093,1038,4
香港,2020-06-03,0,1,0,1093,1039,4
香港,2020-06-04,6,3,0,1099,1042,4
香港,2020-06-05,3,3,0,1102,1045,4
香港,2020-06-06,3,3,0,1105,1048,4
香港,2020-06-07,1,1,0,1106,1049,4
香港,2020-06-08,1,0,0,1107,1049,4
香港,2020-06-09,0,1,0,1107,1050,4
香港,2020-06-10,0,1,0,1107,1051,4
香港,2020-06-11,0,4,0,1107,1055,4
香港,2020-06-12,1,5,0,1108,1060,4
香港,2020-06-13,1,1,0,1109,1061,4
香港,2020-06-14,0,6,0,1109,1067,4
香港,2020-06-15,3,0,0,1112,1067,4
香港,2020-06-16,0,2,0,1112,1069,4
香港,2020-06-17,8,2,0,1120,1071,4
香港,2020-06-18,4,1,0,1124,1072,4
香港,2020-06-19,3,2,0,1127,1074,4
香港,2020-06-20,1,3,0,1128,1077,4
香港,2020-06-21,3,1,0,1131,1078,4
香港,2020-06-22,30,0,0,1161,1078,4
香港,2020-06-23,16,5,0,1177,1083,4
香港,2020-06-24,2,3,0,1179,1086,4
香港,2020-06-25,14,2,0,1193,1088,4
香港,2020-06-26,3,3,0,1196,1091,4
香港,2020-06-27,1,4,0,1197,1095,4
香港,2020-06-28,2,9,0,1199,1104,4
香港,2020-06-29,4,1,0,1203,1105,4
重庆,2020-01-22,2,0,0,2,0,0
重庆,2020-01-24,1,0,0,3,0,0
重庆,2020-02-02,0,1,0,3,1,0
重庆,2020-02-08,2,0,0,5,1,0
重庆,2020-02-14,0,1,0,5,2,0
重庆,2020-02-19,0,2,0,5,4,0
重庆,2020-02-25,0,1,0,5,5,0
湖南,2020-01-22,1,0,0,1,0,0
湖南,2020-01-23,3,0,0,4,0,0
湖南,2020-01-27,3,0,0,7,0,0
湖南,2020-01-28,4,0,0,11,0,0
湖南,2020-01-29,3,0,0,14,0,0
湖南,2020-01-30,2,0,0,16,0,0
湖南,2020-01-31,2,0,0,18,0,0
湖南,2020-02-01,4,2,0,22,2,0
湖南,2020-02-02,4,0,0,26,2,0
湖南,2020-02-03,0,3,0,26,5,0
湖南,2020-02-04,4,0,0,30,5,0
湖南,2020-02-05,2,3,0,32,8,0
湖南,2020-02-06,6,0,0,38,8,0
湖南,2020-02-07,2,2,0,40,10,0
湖南,2020-02-09,1,3,0,41,13,0
湖南,2020-02-10,1,0,0,42,13,0
湖南,2020-02-11,1,5,0,43,18,0
湖南,2020-02-13,0,5,0,43,23,0
湖南,2020-02-15,0,4,0,43,27,0
湖南,2020-02-16,0,1,0,43,28,0
湖南,2020-02-17,0,2,0,43,30,0
湖南,2020-02-21,0,5,0,43,35,0
湖南,2020-02-22,0,2,0,43,37,0
湖南,2020-02-24,0,4,0,43,41,0
湖南,2020-02-26,1,1,0,44,42,0
湖南,2020-03-01,0,1,0,44,43,0
湖南,2020-03-05,0,1,0,44,44,0
吉林,2020-01-22,1,0,0,1,0,0
吉林,2020-01-29,3,0,0,4,0,0
吉林,2020-01-30,0,1,0,4,1,0
吉林,2020-01-31,3,0,0,7,1,0
吉林,2020-02-01,6,0,0,13,1,0
吉林,2020-02-02,4,0,0,17,1,0
吉林,2020-02-03,1,0,0,18,1,0
吉林,2020-02-04,10,0,0,28,1,0
吉林,2020-02-05,1,0,0,29,1,0
吉林,2020-02-06,3,0,0,32,1,0
吉林,2020-02-08,5,0,0,37,1,0
吉林,2020-02-09,2,5,0,39,6,0
吉林,2020-02-10,1,0,0,40,6,0
吉林,2020-02-11,2,5,0,42,11,0
吉林,2020-02-13,1,2,0,43,13,0
吉林,2020-02-14,1,0,0,44,13,0
吉林,2020-02-15,1,1,0,45,14,0
吉林,2020-02-16,0,2,0,45,16,0
吉林,2020-02-17,0,3,0,45,19,0
吉林,2020-02-20,0,2,0,45,21,0
吉林,2020-02-21,0,1,0,45,22,0
吉林,2020-02-22,0,4,0,45,26,0
吉林,2020-02-23,0,1,0,45,27,0
吉林,2020-02-24,0,5,0,45,32,0
吉林,2020-02-25,0,1,0,45,33,0
吉林,2020-02-27,0,2,0,45,35,0
吉林,2020-02-28,0,2,0,45,37,0
吉林,2020-02-29,0,2,0,45,39,0
吉林,2020-03-02,0,1,0,45,40,0
吉林,2020-03-03,0,1,0,45,41,0
吉林,2020-03-04,0,2,0,45,43,0
吉林,2020-03-05,0,1,0,45,44,0
吉林,2020-03-09,0,1,0,45,45,0
广东,2020-01-22,1,0,0,1,0,0
广东,2020-01-24,1,0,0,2,0,0
广东,2020-01-25,2,0,0,4,0,0
广东,2020-01-28,1,0,0,5,0,0
广东,2020-01-30,1,0,0,6,0,0
广东,2020-01-31,0,1,0,6,1,0
广东,2020-02-01,1,0,0,7,1,0
广东,2020-02-03,3,0,0,10,1,0
广东,2020-02-04,1,0,0,11,1,0
广东,2020-02-05,2,0,0,13,1,0
广东,2020-02-06,1,0,1,14,1,1
广东,2020-02-08,0,2,0,14,3,1
广东,2020-02-10,1,1,0,15,4,1
广东,2020-02-11,1,3,0,16,7,1
广东,2020-02-13,1,0,0,17,7,1
广东,2020-02-15,0,1,0,17,8,1
广东,2020-02-17,1,0,0,18,8,1
广东,2020-02-21,1,0,0,19,8,1
广东,2020-02-22,0,2,0,19,10,1
广东,2020-02-26,0,3,0,19,13,1
广东,2020-03-01,0,1,0,19,14,1
广东,2020-01-22,1,0,0,1,0,0
广东,2020-01-23,1,0,0,2,0,0
广东,2020-01-26,2,0,0,4,0,0
广东,2020-01-27,2,0,0,6,0,0
广东,2020-01-28,6,0,0,12,0,0
广东,2020-01-29,4,0,0,16,0,0
广东,2020-01-30,2,0,0,18,0,0
广东,2020-02-01,3,0,0,21,0,0
广东,2020-02-02,4,0,0,25,0,0
广东,2020-02-03,6,0,0,31,0,0
广东,2020-02-04,4,2,0,35,2,0
广东,2020-02-05,9,1,0,44,3,0
广东,2020-02-06,2,2,0,46,5,0
广东,2020-02-07,0,5,0,46,10,0
广东,2020-02-08,5,3,0,51,13,0
广东,2020-02-09,5,0,0,56,13,0
广东,2020-02-10,2,2,0,58,15,0
广东,2020-02-11,4,5,0,62,20,0
广东,2020-02-12,2,1,0,64,21,0
广东,2020-02-13,0,4,0,64,25,0
广东,2020-02-14,1,5,0,65,30,0
广东,2020-02-15,0,3,0,65,33,0
广东,2020-02-16,1,1,0,66,34,0
广东,2020-02-17,0,5,0,66,39,0
广东,2020-02-18,0,1,0,66,40,0
广东,2020-02-19,0,2,0,66,42,0
广东,2020-02-20,0,1,0,66,43,0
广东,2020-02-21,0,3,0,66,46,0
广东,2020-02-23,0,3,0,66,49,0
广东,2020-02-24,0,2,0,66,51,0
广东,2020-02-25,0,2,0,66,53,0
广东,2020-02-27,0,2,0,66,55,0
广东,2020-02-28,0,3,0,66,58,0
广东,2020-03-02,0,1,0,66,59,0
广东,2020-03-03,0,1,0,66,60,0
广东,2020-03-04,0,1,0,66,61,0
广东,2020-03-05,0,1,0,66,62,0
广东,2020-03-11,0,1,0,66,63,0
广东,2020-03-12,0,1,0,66,64,0
广东,2020-04-17,1,0,0,67,64,0
陕西,2020-01-23,1,0,0,1,0,0
陕西,2020-01-24,2,0,0,3,0,0
陕西,2020-01-26,4,0,0,7,0,0
陕西,2020-01-27,1,0,0,8,0,0
陕西,2020-01-28,2,0,0,10,0,0
陕西,2020-01-30,3,0,0,13,0,0
陕西,2020-01-31,1,0,0,14,0,0
陕西,2020-02-01,2,0,0,16,0,0
陕西,2020-02-02,1,0,0,17,0,0
陕西,2020-02-04,2,0,0,19,0,0
陕西,2020-02-05,2,1,0,21,1,0
陕西,2020-02-09,1,4,0,22,5,0
陕西,2020-02-13,1,0,0,23,5,0
陕西,2020-02-14,1,0,0,24,5,0
陕西,2020-02-16,1,2,0,25,7,0
陕西,2020-02-18,0,3,0,25,10,0
陕西,2020-02-19,1,5,0,26,15,0
陕西,2020-02-23,0,2,0,26,17,0
陕西,2020-02-25,0,3,0,26,20,0
陕西,2020-02-29,0,3,0,26,23,0
陕西,2020-03-02,0,2,0,26,25,0
陕西,2020-03-11,0,1,0,26,26,0
安徽,2020-01-23,1,0,0,1,0,0
安徽,2020-01-24,3,0,0,4,0,0
安徽,2020-01-25,1,0,0,5,0,0
安徽,2020-01-26,3,0,0,8,0,0
安徽,2020-01-28,10,0,0,18,0,0
安徽,2020-01-29,6,0,0,24,0,0
安徽,2020-01-31,13,0,0,37,0,0
安徽,2020-02-01,6,0,0,43,0,0
安徽,2020-02-02,4,0,0,47,0,0
安徽,2020-02-03,8,0,0,55,0,0
安徽,2020-02-04,1,3,0,56,3,0
安徽,2020-02-05,4,0,0,60,3,0
安徽,2020-02-06,6,0,0,66,3,0
安徽,2020-02-07,5,3,0,71,6,0
安徽,2020-02-08,4,0,0,75,6,0
安徽,2020-02-09,3,6,0,78,12,0
安徽,2020-02-10,2,3,0,80,15,0
安徽,2020-02-13,1,14,0,81,29,0
安徽,2020-02-14,1,3,0,82,32,0
安徽,2020-02-15,0,1,0,82,33,0
安徽,2020-02-16,1,1,0,83,34,0
安徽,2020-02-18,0,5,0,83,39,0
安徽,2020-02-19,0,5,0,83,44,0
安徽,2020-02-20,0,9,0,83,53,0
安徽,2020-02-21,0,2,0,83,55,0
安徽,2020-02-22,0,6,0,83,61,0
安徽,2020-02-23,0,4,0,83,65,0
安徽,2020-02-24,0,4,0,83,69,0
安徽,2020-02-26,0,5,0,83,74,0
安徽,2020-02-27,0,5,0,83,79,0
安徽,2020-02-28,0,1,0,83,80,0
安徽,2020-03-01,0,2,0,83,82,0
安徽,2020-03-04,0,1,0,83,83,0
广西,2020-01-23,1,0,0,1,0,0
广西,2020-01-25,1,0,0,2,0,0
广西,2020-02-06,1,0,0,3,0,0
广西,2020-02-18,0,2,0,3,2,0
广西,2020-02-25,0,1,0,3,3,0
安徽,2020-01-23,1,0,0,1,0,0
安徽,2020-01-26,2,0,0,3,0,0
安徽,2020-01-29,5,0,0,8,0,0
安徽,2020-01-30,7,0,0,15,0,0
安徽,2020-01-31,1,0,0,16,0,0
安徽,2020-02-01,10,0,0,26,0,0
安徽,2020-02-02,11,0,0,37,0,0
安徽,2020-02-03,6,0,0,43,0,0
安徽,2020-02-04,5,0,0,48,0,0
安徽,2020-02-05,16,0,0,64,0,0
安徽,2020-02-06,24,0,0,88,0,0
安徽,2020-02-07,11,1,0,99,1,0
安徽,2020-02-08,16,0,1,115,1,1
安徽,2020-02-09,11,0,2,126,1,3
安徽,2020-02-10,8,1,0,134,2,3
安徽,2020-02-11,7,0,0,141,2,3
安徽,2020-02-12,5,0,1,146,2,4
安徽,2020-02-13,3,1,1,149,3,5
安徽,2020-02-14,4,4,0,153,7,5
安徽,2020-02-15,4,2,0,157,9,5
安徽,2020-02-16,1,4,0,158,13,5
安徽,2020-02-17,0,8,0,158,21,5
安徽,2020-02-18,1,9,0,159,30,5
安徽,2020-02-19,1,10,0,160,40,5
安徽,2020-02-20,0,16,0,160,56,5
安徽,2020-02-21,0,25,0,160,81,5
安徽,2020-02-22,0,20,0,160,101,5
安徽,2020-02-23,0,6,0,160,107,5
安徽,2020-02-24,0,6,0,160,113,5
安徽,2020-02-25,0,6,0,160,119,5
安徽,2020-02-26,0,8,0,160,127,5
安徽,2020-02-27,0,9,0,160,136,5
安徽,2020-02-28,0,5,0,160,141,5
安徽,2020-02-29,0,3,0,160,144,5
安徽,2020-03-01,0,2,0,160,146,5
安徽,2020-03-02,0,2,0,160,148,5
安徽,2020-03-03,0,4,0,160,152,5
安徽,2020-03-04,0,3,0,160,155,5
河北,2020-01-23,1,0,1,1,0,1
河北,2020-01-24,1,0,0,2,0,1
河北,2020-01-27,3,0,0,5,0,1
河北,2020-01-28,3,0,0,8,0,1
河北,2020-01-29,4,0,0,12,0,1
河北,2020-01-30,6,0,0,18,0,1
河北,2020-01-31,1,0,0,19,0,1
河北,2020-02-03,1,0,0,20,0,1
河北,2020-02-05,1,0,0,21,0,1
河北,2020-02-06,2,2,0,23,2,1
河北,2020-02-07,5,2,0,28,4,1
河北,2020-02-08,0,2,0,28,6,1
河北,2020-02-09,0,2,0,28,8,1
河北,2020-02-10,4,2,0,32,10,1
河北,2020-02-11,5,2,0,37,12,1
河北,2020-02-12,5,0,1,42,12,2
河北,2020-02-13,3,0,0,45,12,2
河北,2020-02-14,1,2,0,46,14,2
河北,2020-02-15,1,0,0,47,14,2
河北,2020-02-16,0,4,1,47,18,3
河北,2020-02-17,1,0,0,48,18,3
河北,2020-02-20,0,4,0,48,22,3
河北,2020-02-22,0,4,0,48,26,3
河北,2020-02-23,0,2,0,48,28,3
河北,2020-02-24,0,3,0,48,31,3
河北,2020-02-25,0,2,0,48,33,3
河北,2020-02-26,0,2,0,48,35,3
河北,2020-02-27,0,4,0,48,39,3
河北,2020-02-28,0,2,0,48,41,3
河北,2020-02-29,0,1,0,48,42,3
河北,2020-03-01,0,3,0,48,45,3
河北,2020-06-21,1,0,0,49,45,3
辽宁,2020-01-23,1,0,0,1,0,0
辽宁,2020-01-24,1,0,0,2,0,0
辽宁,2020-01-28,1,0,0,3,0,0
辽宁,2020-01-29,1,0,0,4,0,0
辽宁,2020-01-30,1,0,0,5,0,0
辽宁,2020-01-31,1,0,0,6,0,0
辽宁,2020-02-11,0,2,0,6,2,0
辽宁,2020-02-16,0,1,0,6,3,0
辽宁,2020-02-28,0,1,0,6,4,0
辽宁,2020-03-08,0,1,0,6,5,0
辽宁,2020-03-19,0,0,1,6,5,1
安徽,2020-01-23,1,0,0,1,0,0
安徽,2020-01-29,1,0,0,2,0,0
安徽,2020-01-30,2,0,0,4,0,0
安徽,2020-02-01,2,0,0,6,0,0
安徽,2020-02-03,4,1,0,10,1,0
安徽,2020-02-04,1,0,0,11,1,0
安徽,2020-02-08,1,0,0,12,1,0
安徽,2020-02-09,3,0,0,15,1,0
安徽,2020-02-10,0,2,0,15,3,0
安徽,2020-02-11,1,0,0,16,3,0
安徽,2020-02-13,1,0,0,17,3,0
安徽,2020-02-14,0,1,0,17,4,0
安徽,2020-02-16,0,2,0,17,6,0
安徽,2020-02-19,0,1,0,17,7,0
安徽,2020-02-20,0,3,0,17,10,0
安徽,2020-02-24,0,3,0,17,13,0
安徽,2020-03-01,0,2,0,17,15,0
安徽,2020-03-02,0,1,0,17,16,0
安徽,2020-03-05,0,1,0,17,17,0
重庆,2020-01-23,1,0,0,1,0,0
重庆,2020-01-24,1,0,0,2,0,0
重庆,2020-01-25,2,0,0,4,0,0
重庆,2020-01-26,2,0,0,6,0,0
重庆,2020-02-03,1,0,0,7,0,0
重庆,2020-02-06,0,1,0,7,1,0
重庆,2020-02-12,0,2,0,7,3,0
重庆,2020-02-13,0,1,0,7,4,0
重庆,2020-02-16,0,1,0,7,5,0
重庆,2020-02-22,0,1,0,7,6,0
重庆,2020-03-04,0,1,0,7,7,0
黑龙江,2020-01-23,1,0,0,1,0,0
黑龙江,2020-01-25,2,0,0,3,0,0
黑龙江,2020-01-26,2,0,0,5,0,0
黑龙江,2020-01-30,2,0,0,7,0,0
黑龙江,2020-01-31,1,0,0,8,0,0
黑龙江,2020-02-02,3,0,0,11,0,0
黑龙江,2020-02-05,2,0,1,13,0,1
黑龙江,2020-02-10,1,0,0,14,0,1
黑龙江,2020-02-11,1,0,0,15,0,1
黑龙江,2020-02-13,3,1,0,18,1,1
黑龙江,2020-02-14,1,0,0,19,1,1
黑龙江,2020-02-15,0,1,0,19,2,1
黑龙江,2020-02-16,1,1,0,20,3,1
黑龙江,2020-02-17,0,1,0,20,4,1
黑龙江,2020-02-18,3,3,0,23,7,1
黑龙江,2020-02-19,3,0,0,26,7,1
黑龙江,2020-02-20,0,1,0,26,8,1
黑龙江,2020-02-23,0,1,0,26,9,1
黑龙江,2020-02-24,0,3,0,26,12,1
黑龙江,2020-02-26,0,2,0,26,14,1
黑龙江,2020-02-27,0,2,0,26,16,1
黑龙江,2020-02-28,0,1,0,26,17,1
黑龙江,2020-03-01,0,1,0,26,18,1
黑龙江,2020-03-02,0,1,0,26,19,1
黑龙江,2020-03-03,0,1,0,26,20,1
黑龙江,2020-03-07,0,2,0,26,22,1
黑龙江,2020-03-09,0,1,0,26,23,1
黑龙江,2020-03-17,0,1,0,26,24,1
黑龙江,2020-03-21,0,1,0,26,25,1
黑龙江,2020-04-23,1,0,0,27,25,1
黑龙江,2020-05-06,0,1,0,27,26,1
四川,2020-01-23,1,0,0,1,0,0
四川,2020-01-28,1,0,0,2,0,0
四川,2020-01-29,1,0,0,3,0,0
四川,2020-01-30,4,0,0,7,0,0
四川,2020-02-01,3,0,0,10,0,0
四川,2020-02-03,2,0,0,12,0,0
四川,2020-02-07,1,0,0,13,0,0
四川,2020-02-08,3,0,0,16,0,0
四川,2020-02-12,1,0,0,17,0,0
四川,2020-02-17,0,1,0,17,1,0
四川,2020-02-20,1,2,0,18,3,0
四川,2020-02-21,0,2,0,18,5,0
四川,2020-02-22,0,1,0,18,6,0
四川,2020-02-23,0,1,0,18,7,0
四川,2020-02-25,0,2,0,18,9,0
四川,2020-02-27,0,1,0,18,10,0
四川,2020-03-02,0,1,0,18,11,0
四川,2020-03-03,0,1,0,18,12,0
四川,2020-03-04,0,1,0,18,13,0
四川,2020-03-05,0,1,0,18,14,0
四川,2020-03-07,0,4,0,18,18,0
重庆,2020-01-23,1,0,0,1,0,0
重庆,2020-01-25,2,0,0,3,0,0
重庆,2020-01-28,1,0,0,4,0,0
重庆,2020-01-30,1,0,0,5,0,0
重庆,2020-02-01,3,0,0,8,0,0
重庆,2020-02-02,1,0,0,9,0,0
重庆,2020-02-04,0,1,0,9,1,0
重庆,2020-02-05,2,0,0,11,1,0
重庆,2020-02-06,1,0,0,12,1,0
重庆,2020-02-07,1,0,0,13,1,0
重庆,2020-02-08,1,0,0,14,1,0
重庆,2020-02-11,3,1,0,17,2,0
重庆,2020-02-12,1,0,0,18,2,0
重庆,2020-02-13,2,1,0,20,3,0
重庆,2020-02-14,0,1,0,20,4,0
重庆,2020-02-15,0,1,0,20,5,0
重庆,2020-02-16,0,1,0,20,6,0
重庆,2020-02-18,0,1,0,20,7,0
重庆,2020-02-19,2,2,0,22,9,0
重庆,2020-02-20,0,1,0,22,10,0
