,日期,城市,新增确诊,新增治愈,新增死亡,累计确诊人数,累计治愈人数,累计死亡人数
132,2020-01-23,德阳,1,0,0,1,0,0
133,2020-01-23,垫江县,1,0,0,2,0,0
134,2020-01-23,丰台区,1,0,0,2,0,0
135,2020-01-23,奉节县,1,0,0,1,0,0
136,2020-01-23,佛山,5,0,0,6,0,0
137,2020-01-23,福州,1,0,0,2,0,0
138,2020-01-23,阜阳,1,0,0,2,0,0
139,2020-01-23,广安,1,0,0,2,0,0
140,2020-01-23,广州,2,0,0,7,0,0
141,2020-01-23,桂林,2,0,0,2,0,0
142,2020-01-23,海淀区,1,0,0,3,0,0
143,2020-01-23,海口,2,0,0,3,0,0
144,2020-01-23,合肥,1,0,0,6,0,0
145,2020-01-23,河北区,1,0,0,1,0,0
146,2020-01-23,河池,1,0,0,1,0,0
147,2020-01-23,呼伦贝尔,1,0,0,1,0,0
148,2020-01-23,惠州,4,0,0,5,0,0
149,2020-01-23,吉安,1,0,0,1,0,0
150,2020-01-23,吉林,1,0,0,1,0,0
151,2020-01-23,嘉兴,3,0,0,3,0,0
152,2020-01-23,荆门,7,0,0,8,0,0
153,2020-01-23,荆州,2,0,0,8,0,0
154,2020-01-23,九江,1,0,0,1,0,0
155,2020-01-23,九龙坡区,2,0,0,2,0,0
156,2020-01-23,开州区,2,0,0,2,0,0
157,2020-01-23,昆明,1,0,0,2,0,0
158,2020-01-23,连云港,1,0,0,1,0,0
159,2020-01-23,两江新区,1,0,0,1,0,0
160,2020-01-23,柳州,1,0,0,2,0,0
161,2020-01-23,六安,1,0,0,2,0,0
162,2020-01-23,娄底,3,0,0,3,0,0
163,2020-01-23,南昌,1,0,0,2,0,0
164,2020-01-23,南京,3,0,0,3,0,0
165,2020-01-23,南通,1,0,0,1,0,0
166,2020-01-23,宁德,1,0,0,1,0,0
167,2020-01-23,清远,1,0,0,1,0,0
168,2020-01-23,衢州,1,0,0,2,0,0
169,2020-01-23,泉州,1,0,0,1,0,0
170,2020-01-23,日照,1,0,0,1,0,0
171,2020-01-23,三亚,1,0,0,2,0,0
172,2020-01-23,厦门,1,0,0,1,0,0
173,2020-01-23,韶关,1,0,0,3,0,0
174,2020-01-23,深圳,0,2,0,15,2,0
175,2020-01-23,沈阳,1,0,0,2,0,0
176,2020-01-23,十堰,1,0,0,1,0,0
177,2020-01-23,顺义区,1,0,0,1,0,0
178,2020-01-23,松原,1,0,0,1,0,0
179,2020-01-23,苏州,1,0,0,2,0,0
180,2020-01-23,绥化,1,0,1,1,0,1
181,2020-01-23,遂宁,1,0,0,1,0,0
182,2020-01-23,台州,12,0,0,18,0,0
183,2020-01-23,通州区,1,0,0,2,0,0
184,2020-01-23,外地来京,5,0,0,7,0,0
185,2020-01-23,万宁,1,0,0,2,0,0
186,2020-01-23,万州区,1,0,0,3,0,0
187,2020-01-23,威海,1,0,0,2,0,0
188,2020-01-23,潍坊,1,0,0,1,0,0
189,2020-01-23,乌鲁木齐,2,0,0,2,0,0
190,2020-01-23,巫山县,1,0,0,3,0,0
191,2020-01-23,巫溪县,1,0,0,1,0,0
192,2020-01-23,无锡,1,0,0,1,0,0
193,2020-01-23,武汉,70,3,6,495,31,23
194,2020-01-23,西城区,1,0,0,3,0,0
195,2020-01-23,仙桃,2,0,0,2,0,0
196,2020-01-23,香港,1,0,0,2,0,0
197,2020-01-23,湘潭,1,0,0,1,0,0
198,2020-01-23,孝感,22,0,0,22,0,0
199,2020-01-23,新余,1,0,0,1,0,0
200,2020-01-23,信阳,1,0,0,1,0,0
201,2020-01-23,秀山县,1,0,0,1,0,0
202,2020-01-23,雅安,1,0,0,1,0,0
203,2020-01-23,延安,1,0,0,1,0,0
204,2020-01-23,扬州,1,0,0,1,0,0
205,2020-01-23,阳江,3,0,0,3,0,0
206,2020-01-23,宜昌,1,0,1,1,0,1
207,2020-01-23,永州,3,0,0,4,0,0
208,2020-01-23,渝北区,2,0,0,2,0,0
209,2020-01-23,岳阳,3,0,0,3,0,0
210,2020-01-23,云阳县,1,0,0,1,0,0
211,2020-01-23,长沙,4,0,0,8,0,0
212,2020-01-23,长寿区,2,0,0,3,0,0
213,2020-01-23,郑州,2,0,0,5,0,0
214,2020-01-23,中山,1,0,0,2,0,0
215,2020-01-23,中卫,1,0,0,1,0,0
216,2020-01-23,忠县,1,0,0,1,0,0
217,2020-01-23,周口,1,0,0,1,0,0
218,2020-01-23,珠海,4,0,0,8,0,0
219,2020-01-23,株洲,1,0,0,1,0,0
220,2020-01-24,安康,2,0,0,3,0,0
221,2020-01-24,安庆,3,0,0,4,0,0
222,2020-01-24,保定,1,0,0,1,0,0
223,2020-01-24,本溪,1,0,0,1,0,0
224,2020-01-24,璧山区,2,0,0,2,0,0
225,2020-01-24,滨海新区,1,0,0,1,0,0
226,2020-01-24,亳州,3,0,0,4,0,0
227,2020-01-24,沧州,1,0,0,2,0,1
228,2020-01-24,昌平区,1,0,0,3,0,0
229,2020-01-24,常德,3,0,0,3,0,0
230,2020-01-24,常州,5,0,0,5,0,0
231,2020-01-24,朝阳区,3,0,0,6,0,0
232,2020-01-24,朝阳市,1,0,0,2,0,0
233,2020-01-24,成都,9,0,0,16,0,0
234,2020-01-24,承德,1,0,0,1,0,0
235,2020-01-24,城口县,1,0,0,1,0,0
236,2020-01-24,滁州,1,0,0,2,0,0
237,2020-01-24,大渡口区,1,0,0,2,0,0
238,2020-01-24,大连,1,0,0,2,0,0
239,2020-01-24,大同,1,0,0,1,0,0
240,2020-01-24,大兴区,0,1,0,2,1,0
241,2020-01-24,儋州,3,0,0,3,0,0
242,2020-01-24,德州,1,0,0,1,0,0
243,2020-01-24,东莞,1,0,0,1,0,0
244,2020-01-24,鄂州,1,0,0,1,0,0
245,2020-01-24,恩施州,11,0,0,11,0,0
246,2020-01-24,防城港,2,0,0,2,0,0
247,2020-01-24,丰都县,1,0,0,1,0,0
248,2020-01-24,佛山,3,0,0,9,0,0
249,2020-01-24,福州,3,0,0,5,0,0
250,2020-01-24,抚州,3,0,0,4,0,0
251,2020-01-24,阜阳,5,0,0,7,0,0
252,2020-01-24,赣州,2,0,0,2,0,0
253,2020-01-24,固原,1,0,0,1,0,0
254,2020-01-24,广州,7,0,0,14,0,0
255,2020-01-24,桂林,4,0,0,6,0,0
256,2020-01-24,哈尔滨,5,0,0,6,0,0
257,2020-01-24,海淀区,5,0,0,8,0,0
258,2020-01-24,杭州,6,0,0,12,0,0
259,2020-01-24,合川区,2,0,0,2,0,0
260,2020-01-24,合肥,4,0,0,10,0,0
261,2020-01-24,河北区,1,0,0,2,0,0
262,2020-01-24,河池,2,0,0,3,0,0
263,2020-01-24,河东区,1,0,0,2,0,0
264,2020-01-24,衡阳,3,0,0,3,0,0
265,2020-01-24,葫芦岛,2,0,0,2,0,0
266,2020-01-24,怀化,2,0,0,5,0,0
267,2020-01-24,黄冈,52,0,0,64,0,0
268,2020-01-24,惠州,2,0,0,7,0,0
269,2020-01-24,吉林,1,0,0,2,0,0
270,2020-01-24,济南,2,0,0,2,0,0
271,2020-01-24,济宁,2,0,0,2,0,0
272,2020-01-24,嘉兴,1,0,0,4,0,0
273,2020-01-24,金华,1,0,0,2,0,0
274,2020-01-24,荆门,13,0,0,21,0,0
275,2020-01-24,荆州,2,0,0,10,0,0
276,2020-01-24,景德镇,1,0,0,1,0,0
277,2020-01-24,九江,1,0,0,2,0,0
278,2020-01-24,九龙坡区,1,0,0,3,0,0
279,2020-01-24,开州区,2,0,0,4,0,0
280,2020-01-24,昆明,1,0,0,3,0,0
281,2020-01-24,兰州,1,0,0,2,0,0
282,2020-01-24,丽江,1,0,0,1,0,0
283,2020-01-24,梁平区,1,0,0,1,0,0
284,2020-01-24,两江新区,2,0,0,3,0,0
285,2020-01-24,聊城,1,0,0,1,0,0
286,2020-01-24,临夏,1,0,0,1,0,0
287,2020-01-24,临沂,1,0,0,3,0,0
288,2020-01-24,柳州,1,0,0,3,0,0
289,2020-01-24,娄底,2,0,0,5,0,0
290,2020-01-24,泸州,1,0,0,1,0,0
291,2020-01-24,马鞍山,4,0,0,4,0,0
292,2020-01-24,南昌,1,0,0,3,0,0
293,2020-01-24,南京,1,0,0,4,0,0
294,2020-01-24,南阳,8,0,0,8,0,0
295,2020-01-24,内江,1,0,0,1,0,0
296,2020-01-24,宁波,1,0,0,6,0,0
297,2020-01-24,平顶山,1,0,0,1,0,0
298,2020-01-24,青岛,1,0,0,4,0,0
299,2020-01-24,清远,1,0,0,2,0,0
300,2020-01-24,日照,1,0,0,2,0,0
301,2020-01-24,三亚,3,0,0,5,0,0
302,2020-01-24,厦门,2,0,0,3,0,0
303,2020-01-24,汕头,1,0,0,1,0,0
304,2020-01-24,商洛,1,0,0,1,0,0
305,2020-01-24,上饶,2,0,0,2,0,0
306,2020-01-24,邵阳,2,0,0,2,0,0
307,2020-01-24,绍兴,3,0,0,4,0,0
308,2020-01-24,深圳,5,0,0,20,2,0
309,2020-01-24,沈阳,1,0,0,3,0,0
310,2020-01-24,十堰,4,0,0,5,0,0
311,2020-01-24,石家庄,3,0,0,4,0,0
312,2020-01-24,石柱县,3,0,0,3,0,0
313,2020-01-24,苏州,1,1,0,3,1,0
314,2020-01-24,随州,5,0,0,5,0,0
315,2020-01-24,遂宁,1,0,0,2,0,0
316,2020-01-24,台湾,2,0,0,3,0,0
317,2020-01-24,台州,2,0,0,20,0,0
318,2020-01-24,太原,1,0,0,2,0,0
319,2020-01-24,天门,3,0,0,3,0,0
320,2020-01-24,铁岭,2,0,0,2,0,0
321,2020-01-24,通州区,1,0,0,3,0,0
322,2020-01-24,铜川,3,0,0,3,0,0
323,2020-01-24,铜陵,3,0,0,3,0,0
324,2020-01-24,铜仁,1,0,0,2,0,0
325,2020-01-24,外地来沪,0,1,0,1,1,0
326,2020-01-24,外地来京,4,0,0,11,0,0
327,2020-01-24,万宁,3,0,0,5,0,0
328,2020-01-24,万州区,7,0,0,10,0,0
329,2020-01-24,威海,1,0,0,3,0,0
330,2020-01-24,温州,4,0,0,10,1,0
331,2020-01-24,乌鲁木齐,1,0,0,3,0,0
332,2020-01-24,巫溪县,1,0,0,2,0,0
333,2020-01-24,芜湖,1,0,0,1,0,0
334,2020-01-24,武汉,77,1,15,572,32,38
335,2020-01-24,西安,2,0,0,4,0,0
336,2020-01-24,西城区,1,0,0,4,0,0
337,2020-01-24,西双版纳,1,0,0,1,0,0
338,2020-01-24,锡林郭勒,1,0,0,1,0,0
339,2020-01-24,仙桃,8,0,0,10,0,0
340,2020-01-24,咸阳,2,0,0,3,0,0
341,2020-01-24,香港,3,0,0,5,0,0
342,2020-01-24,湘潭,1,0,0,2,0,0
343,2020-01-24,孝感,4,0,0,26,0,0
344,2020-01-24,新乡,1,0,0,1,0,0
345,2020-01-24,信阳,5,0,0,6,0,0
346,2020-01-24,宿迁,1,0,0,1,0,0
347,2020-01-24,烟台,2,0,0,2,0,0
348,2020-01-24,盐城,1,0,0,1,0,0
349,2020-01-24,阳江,2,0,0,5,0,0
350,2020-01-24,宜春,1,0,0,1,0,0
351,2020-01-24,益阳,4,0,0,4,0,0
352,2020-01-24,永川区,1,0,0,3,0,0
353,2020-01-24,玉林,1,0,0,1,0,0
354,2020-01-24,岳阳,2,0,0,5,0,0
355,2020-01-24,云阳县,1,0,0,2,0,0
356,2020-01-24,运城,2,0,0,2,0,0
357,2020-01-24,长寿区,2,0,0,5,0,0
358,2020-01-24,长治,1,0,0,1,0,0
359,2020-01-24,肇庆,1,0,0,2,0,0
360,2020-01-24,郑州,3,0,0,8,0,0
361,2020-01-24,忠县,2,0,0,3,0,0
362,2020-01-24,舟山,1,0,0,2,0,0
363,2020-01-24,周口,3,0,0,4,0,0
364,2020-01-24,珠海,2,0,0,10,0,0
365,2020-01-24,驻马店,2,0,0,2,0,0
366,2020-01-24,自贡,1,0,0,1,0,0
367,2020-01-25,安庆,1,0,0,5,0,0
368,2020-01-25,安阳,3,0,0,3,0,0
369,2020-01-25,百色,1,0,0,2,0,0
370,2020-01-25,保定,2,0,0,3,0,0
371,2020-01-25,北海,1,0,0,7,0,0
372,2020-01-25,滨州,1,0,0,1,0,0
373,2020-01-25,亳州,2,0,0,6,0,0
374,2020-01-25,昌平区,2,0,0,5,0,0
375,2020-01-25,常德,4,0,0,7,0,0
376,2020-01-25,朝阳区,2,0,0,8,0,0
377,2020-01-25,郴州,2,0,0,3,0,0
378,2020-01-25,成都,6,0,0,22,0,0
379,2020-01-25,澄迈,1,0,0,1,0,0
380,2020-01-25,赤峰,1,0,0,1,0,0
381,2020-01-25,大渡口区,2,0,0,4,0,0
382,2020-01-25,大理,1,0,0,1,0,0
383,2020-01-25,大连,2,0,0,4,0,0
384,2020-01-25,大庆,2,0,0,3,0,0
385,2020-01-25,大兴区,0,1,0,2,2,0
386,2020-01-25,大足区,1,0,0,1,0,0
387,2020-01-25,德州,2,0,0,3,0,0
388,2020-01-25,定西,1,0,0,1,0,0
389,2020-01-25,东城区,1,0,0,1,0,0
390,2020-01-25,东莞,1,0,0,2,0,0
391,2020-01-25,鄂尔多斯,2,0,0,2,0,0
392,2020-01-25,恩施州,6,0,0,17,0,0
393,2020-01-25,丰台区,1,0,0,3,0,0
394,2020-01-25,奉节县,2,0,0,3,0,0
395,2020-01-25,佛山,1,0,0,10,0,0
396,2020-01-25,福州,1,0,0,6,0,0
397,2020-01-25,抚州,2,0,0,6,0,0
398,2020-01-25,阜阳,3,0,0,10,0,0
399,2020-01-25,甘孜,2,0,0,2,0,0
400,2020-01-25,赣州,5,0,0,7,0,0
401,2020-01-25,桂林,5,0,0,11,0,0
402,2020-01-25,哈尔滨,2,0,0,8,0,0
403,2020-01-25,海淀区,5,0,0,13,0,0
404,2020-01-25,邯郸,2,0,0,2,0,0
405,2020-01-25,汉中,1,0,0,1,0,0
406,2020-01-25,杭州,15,0,0,27,0,0
407,2020-01-25,合肥,3,0,0,13,0,0
408,2020-01-25,菏泽,1,0,0,1,0,0
409,2020-01-25,红河,1,0,0,1,0,0
410,2020-01-25,呼伦贝尔,1,0,0,2,0,0
411,2020-01-25,湖州,1,0,0,1,0,0
412,2020-01-25,怀化,3,0,0,8,0,0
413,2020-01-25,淮安,1,0,0,1,0,0
414,2020-01-25,淮北,1,0,0,1,0,0
415,2020-01-25,淮南,1,0,0,1,0,0
416,2020-01-25,黄冈,58,2,2,122,2,2
417,2020-01-25,黄山,1,0,0,1,0,0
418,2020-01-25,黄石,31,0,1,31,0,1
419,2020-01-25,惠州,1,0,0,8,0,0
420,2020-01-25,吉安,1,0,0,2,0,0
421,2020-01-25,济南,1,0,0,3,0,0
422,2020-01-25,济宁,2,0,0,4,0,0
423,2020-01-25,嘉兴,4,0,0,8,0,0
424,2020-01-25,江北区,2,0,0,2,0,0
425,2020-01-25,揭阳,3,0,0,3,0,0
426,2020-01-25,金华,1,0,0,3,0,0
427,2020-01-25,晋中,2,0,0,2,0,0
428,2020-01-25,荆门,17,0,1,38,0,1
429,2020-01-25,荆州,23,0,2,33,0,2
430,2020-01-25,昆明,1,0,0,4,0,0
431,2020-01-25,兰州,2,0,0,4,0,0
432,2020-01-25,乐山,1,0,0,1,0,0
433,2020-01-25,丽江,1,0,0,2,0,0
434,2020-01-25,丽水,3,0,0,3,0,0
435,2020-01-25,连云港,2,0,0,3,0,0
436,2020-01-25,临沂,4,0,0,7,0,0
437,2020-01-25,陵水,1,0,0,1,0,0
438,2020-01-25,柳州,1,0,0,4,0,0
439,2020-01-25,六安,1,0,0,3,0,0
440,2020-01-25,泸州,1,0,0,2,0,0
441,2020-01-25,漯河,3,0,0,3,0,0
442,2020-01-25,马鞍山,3,0,0,7,0,0
443,2020-01-25,眉山,1,0,0,1,0,0
444,2020-01-25,绵阳,3,0,0,5,0,0
445,2020-01-25,南昌,1,0,0,4,0,0
446,2020-01-25,南充,2,0,0,2,0,0
447,2020-01-25,南京,3,0,0,7,0,0
448,2020-01-25,南宁,1,0,0,1,0,0
449,2020-01-25,南通,1,0,0,2,0,0
450,2020-01-25,南阳,7,0,1,15,0,1
451,2020-01-25,宁波,7,0,0,13,0,0
452,2020-01-25,宁德,1,0,0,2,0,0
453,2020-01-25,平顶山,1,0,0,2,0,0
454,2020-01-25,萍乡,1,0,0,2,0,0
455,2020-01-25,齐齐哈尔,1,0,0,1,0,0
456,2020-01-25,黔西南州,1,0,0,1,0,0
457,2020-01-25,青岛,2,0,0,6,0,0
458,2020-01-25,清远,1,0,0,3,0,0
459,2020-01-25,衢州,1,0,0,3,0,0
460,2020-01-25,曲靖,1,0,0,1,0,0
461,2020-01-25,泉州,2,0,0,3,0,0
462,2020-01-25,日照,2,0,0,4,0,0
463,2020-01-25,三门峡,1,0,0,2,0,0
464,2020-01-25,三明,1,0,0,1,0,0
465,2020-01-25,三亚,3,0,0,8,0,0
466,2020-01-25,汕头,1,0,0,2,0,0
467,2020-01-25,上饶,4,0,0,6,0,0
468,2020-01-25,绍兴,1,0,0,5,0,0
469,2020-01-25,深圳,7,0,0,27,2,0
470,2020-01-25,沈阳,2,0,0,5,0,0
471,2020-01-25,十堰,15,0,0,20,0,0
472,2020-01-25,石家庄,1,0,0,5,0,0
473,2020-01-25,苏州,4,0,0,7,1,0
474,2020-01-25,绥化,1,0,0,2,0,1
475,2020-01-25,随州,31,0,0,36,0,0
476,2020-01-25,台州,1,0,0,21,0,0
477,2020-01-25,泰州,1,0,0,1,0,0
478,2020-01-25,天门,2,0,0,5,0,0
479,2020-01-25,通州区,1,0,0,4,0,0
480,2020-01-25,铜川,2,0,0,5,0,0
481,2020-01-25,铜梁区,1,0,0,1,0,0
482,2020-01-25,外地来沪,1,0,0,2,1,0
483,2020-01-25,外地来津,1,0,0,1,0,0
484,2020-01-25,万州区,3,0,0,13,0,0
485,2020-01-25,威海,1,0,0,4,0,0
486,2020-01-25,潍坊,1,0,0,2,0,0
487,2020-01-25,温州,8,0,0,18,1,0
488,2020-01-25,巫溪县,1,0,0,3,0,0
489,2020-01-25,无锡,1,0,0,2,0,0
490,2020-01-25,芜湖,2,0,0,3,0,0
491,2020-01-25,梧州,1,0,0,2,0,0
492,2020-01-25,武汉,46,8,7,618,40,45
493,2020-01-25,西安,4,0,0,8,0,0
494,2020-01-25,西城区,1,0,0,5,0,0
495,2020-01-25,西宁,1,0,0,1,0,0
496,2020-01-25,锡林郭勒,1,0,0,2,0,0
497,2020-01-25,仙桃,1,0,0,11,0,0
498,2020-01-25,咸宁,43,0,0,43,0,0
499,2020-01-25,湘潭,1,0,0,3,0,0
500,2020-01-25,湘西,3,0,0,3,0,0
501,2020-01-25,襄阳,2,0,0,2,0,0
502,2020-01-25,孝感,29,0,0,55,0,0
503,2020-01-25,新乡,2,0,0,3,0,0
504,2020-01-25,信阳,16,0,0,22,0,0
505,2020-01-25,宿州,2,0,0,2,0,0
506,2020-01-25,宣城,1,0,0,1,0,0
507,2020-01-25,阳江,1,0,0,6,0,0
508,2020-01-25,伊犁州,1,0,0,1,0,0
509,2020-01-25,宜昌,19,0,0,20,0,1
510,2020-01-25,宜春,4,0,0,5,0,0
511,2020-01-25,银川,1,0,0,2,0,0
512,2020-01-25,营口,1,0,0,1,0,0
513,2020-01-25,渝北区,2,0,0,4,0,0
514,2020-01-25,玉溪,1,0,0,1,0,0
515,2020-01-25,岳阳,1,0,0,6,0,0
516,2020-01-25,云阳县,2,0,0,4,0,0
517,2020-01-25,湛江,2,0,0,4,0,0
518,2020-01-25,漳州,3,0,0,3,0,0
519,2020-01-25,长沙,10,0,0,18,0,0
520,2020-01-25,肇庆,2,0,0,4,0,0
521,2020-01-25,郑州,12,0,0,20,0,0
522,2020-01-25,忠县,2,0,0,5,0,0
523,2020-01-25,周口,1,0,0,5,0,0
524,2020-01-25,株洲,2,0,0,3,0,0
525,2020-01-25,驻马店,5,0,0,7,0,0
526,2020-01-25,淄博,1,0,0,1,0,0
527,2020-01-26,安康,4,0,0,7,0,0
528,2020-01-26,安庆,3,0,0,8,0,0
529,2020-01-26,安阳,4,0,0,7,0,0
530,2020-01-26,澳门,3,0,0,5,0,0
531,2020-01-26,巴南区,1,0,0,1,0,0
532,2020-01-26,蚌埠,2,0,0,3,0,0
533,2020-01-26,包头,2,0,0,2,0,0
534,2020-01-26,保山,2,0,0,2,0,0
535,2020-01-26,北海,2,0,0,9,0,0
536,2020-01-26,本溪,1,0,0,2,0,0
537,2020-01-26,璧山区,1,0,0,3,0,0
538,2020-01-26,滨州,2,0,0,3,0,0
539,2020-01-26,昌平区,2,0,0,7,0,0
540,2020-01-26,常德,5,0,0,12,0,0
541,2020-01-26,常州,1,0,0,6,0,0
542,2020-01-26,朝阳区,3,0,0,11,0,0
543,2020-01-26,郴州,3,0,0,6,0,0
544,2020-01-26,成都,11,0,0,33,0,0
545,2020-01-26,澄迈,1,0,0,2,0,0
546,2020-01-26,达州,2,0,0,3,0,0
547,2020-01-26,大渡口区,2,0,0,6,0,0
548,2020-01-26,大庆,2,0,0,5,0,0
549,2020-01-26,大兴区,3,0,0,5,2,0
550,2020-01-26,丹东,1,0,0,1,0,0
